39,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
40,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
41,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
42,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
43,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
44,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
45,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
46,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
47,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
48,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
49,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
50,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
51,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
52,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
53,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
54,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
55,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
56,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
57,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
58,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
59,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
60,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
61,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
62,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
63,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
64,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
65,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
66,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
67,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
68,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
69,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
70,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
71,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
72,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
73,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
74,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
75,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
76,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
77,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
78,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
79,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
80,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
81,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank?",multiple
82,"G, J, N, Q, U, __",multiple
83,Which word does NOT belong with the others?,multiple
84,Which word does NOT belong with the others? ,multiple
85,WAITRESS : RESTAURANT ,multiple
86,DEPRESSED : SAD ,multiple
87,"CMM, EOO, GQQ,  _____ , KUU ",multiple
88,"G, J, N, Q, U, __ ",multiple
89,"Look carefully for the pattern, and then choose which pair of numbers comes next.  ",multiple
90,"Look at this series: 8, 43, 11, 41, __, 39, 17, ... What number should fill in the blank? ",multiple
91,Write a program to add two Matrix in any programming language ,input
92,Write an algorithm to find an 'Armstrong Number'.,input
93,"Write an algorithm to convert input ""My Input String"" to ""yM tupnI gnirtS"". ",input
94,Prove that p2 – 1 is divisible by 24 if p is a prime number greater than 3? ,input
95,"Write a program in any programming language to find top two maximum numbers in the 
given array. You should not use any sorting functions. You 
should iterate the array only once. You should not use any 
kind of collections if your writing the program in java.",input
96,"Program to print pyramid using numbers 

        1 
      2 3 2 
    3 4 5 4 3 
  4 5 6 7 6 5 4 
5 6 7 8 9 8 7 6 5 
",input
97,Print 1-100 numbers without using Conditional Loop ,input
98,Split number into digits in c programming,input
99,Program in c to print 1 to 100 without using loop,input
100,C program to count number of digits in a number,input
